Year,Status,Adult_Mortality,Alcohol,percentage_expenditure,BMI,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling,Life_expectancy
2001,Developing,83,8.62,1403.022211,58,8.47,91,0.1,12538.17883,1862132,0.801,14.2,78.7
2001,Developing,179,0.91,163.105292,41.9,3.37,7,0.1,1362.61731,18929,0,10.1,69.1
2008,Developing,74,8.3,8433.936814,63,1.3,92,0.1,46596.33599,33245773,0.897,15.8,87
2014,Developing,184,0.01,0.442802404,43.9,5.84,99,0.1,25.448414,37577,0.69,12.1,69.2
2002,Developing,15,3.73,104.5169157,46.9,6.3,98,0.1,1453.642777,3511,0.67,10.7,73.3
2005,Developing,134,4.26,3.349816965,24.3,4.86,95,0.8,248.13459,474567,0.582,11.2,71.8
2005,Developing,285,1.13,7.106997355,2.5,4.73,7,2.1,61.799977,7982225,0.43,8.5,56.5
2010,Developed,147,10.8,766.4454884,62.7,7.24,94,0.1,6843.263289,7395599,0.77,13.9,73.4
2010,Developing,299,7.58,719.5535161,31.8,7.89,83,6.2,5191.58381,217317,0.604,11.4,63
2000,Developing,76,2.53,199.9341033,58.3,7.13,93,0.1,2152.1432,6289,0.845,15.2,78.9
2005,Developing,242,0.33,96.03725103,19.5,5.35,84,0.7,773.8698713,11251266,0.415,6.4,65
2007,Developing,68,2.33,4.3451016,61.6,7.37,95,0.1,258.637,7181,0.872,15.7,84
2012,Developing,312,0.01,38.73170505,17.1,8.21,96,1.2,265.285651,931971,0.393,10.3,58
2012,Developing,276,8.3,805.3925284,34.6,3.13,82,4.9,9774.18117,1756817,0.669,12.5,63.5
2005,Developing,15,1.57,689.9440223,69.4,6.52,89,0.1,2594.74999,1141,0.694,14.6,72.3
2007,Developed,94,12.57,333.3569124,55.7,9.62,97,0.1,2278.5845,1542964,0.797,15.4,78.7
2011,Developing,14,0.96,7.033980828,73.3,4.6,82,0.1,445.18866,14577,0.712,14.4,72.9
2010,Developed,73,11.36,2267.252192,59.2,7.68,99,0.1,14965.361,56953,0.884,13.7,86
2005,Developing,266,0.24,69.9675435,19.2,4.32,68,0.1,621.93372,611627,0.434,9.7,60
2002,Developing,271,0.9,47.5262138,14.7,5.29,62,0.7,262.2859481,16765117,0.462,8.3,59.3
2012,Developing,113,0.66,555.9260834,56.1,6.14,95,0.1,5564.82566,37565847,0.732,14.4,75.1
2007,Developing,288,7.44,499.730412,47.3,3.19,93,0.1,6771.414797,15484192,0.754,14.7,65.3
2009,Developed,66,10.62,7172.275229,63.4,9.5,92,0.1,42742.99898,216917,0.925,19.1,81.7
2000,Developing,183,7.26,179.4777293,43.7,7.3,98,0.1,3739.11936,175287587,0.677,14.1,75
2011,Developing,268,7.84,7.896234931,32.5,8.78,82,4.7,56.971392,2215621,0.612,11.5,64.3
2012,Developing,261,0.01,48.09891474,25.6,1.19,8,1.2,415.361958,4181563,0.416,9.6,67
2012,Developing,42,0.01,82.76865922,18.4,12.6,96,8.3,374.51882,169735,0.454,10.7,55.3
2012,Developing,165,0.04,59.65900139,23.2,2.76,72,0.1,1261.28967,177911533,0.529,7.6,65.7
2008,Developed,76,12,8329.731655,54.2,1.6,83,0.1,51386.37665,8321496,0.864,15.1,84
2014,Developing,382,0.01,574.3895102,31.8,9.25,98,7.3,3464.35169,129597,0.541,11.4,58.4
2003,Developing,185,0.01,24.23455671,17.9,2.61,67,0.1,563.594342,1477341,0.465,5.6,63.5
2014,Developing,38,0.01,14.16770158,18.1,7.22,78,3.2,719.172669,38833338,0.483,10,61.5
2014,Developing,242,0.01,751.3982719,34.9,8.93,88,2.2,5421.343953,237992,0.632,11.7,65.9
2000,Developing,167,4.66,477.1341814,46.7,5.91,79,0.1,2472.197831,443958,0.65,11.3,71.4
2005,Developing,138,1.97,97.76637062,16.6,4.6,99,0.1,1259.87591,19373,0.712,12.9,74.2
2009,Developing,37,0.47,4.982900401,16.7,3.31,24,4.4,84.455939,1152786,0.343,6.3,57
2012,Developing,148,7.55,843.1946259,53.6,8.26,95,0.1,12291.46685,256983,0.73,14.2,74.5
2013,Developing,127,0.01,261.2914808,59,6.48,94,0.1,1929.7746,1317997,0.856,16.5,76.9
2000,Developing,115,3.06,17.46057369,2.5,4.6,85,0.1,959.372181,1262645,0.583,9.5,71.7
2011,Developing,155,6.07,748.4451054,29,4.12,99,0.2,5491.159981,675313,0.72,13.3,74.1
2002,Developing,14,0.49,216.7029481,27.9,3.4,94,0.1,4167.364387,24198811,0.723,12,72.9
2002,Developing,146,0.55,39.33253687,43.1,4.47,76,0.1,763.73858,817195,0.651,10.6,67.8
2013,Developing,125,5.38,946.6521165,54.2,5.23,88,0.1,6583.116248,3565716,0.731,13.4,75.3
2008,Developed,224,13.3,1888.149904,59.3,6.61,96,0.1,14961.56818,3198231,0.82,16.5,71.1
2009,Developed,6,10.8,230.2524184,57.3,7.4,99,0.1,3215.8159,19876,0.849,14.1,79.3
2001,Developing,266,2.87,61.84921903,39.1,5.45,95,0.1,524.145924,2419776,0.588,9.4,63.2
2001,Developing,219,2.88,332.1056586,46.2,8.2,92,0.4,2338.772244,595962,0.615,11.6,68.9
2012,Developing,13,1.3,585.8776761,58.3,7.18,97,0.1,4137.55421,1886668,0.717,14.6,74.9
2011,Developing,185,0.08,211.8783404,23.8,2.71,81,0.3,3634.27685,24577511,0.662,12.3,68.3
2002,Developed,72,9.25,2883.334911,56.4,8.23,93,0.1,22196.5736,57597,0.836,15.2,80
2007,Developing,486,8.48,805.490079,45,7.53,82,26.4,6125.39984,48883844.99,0.612,12.9,54.5
2006,Developing,77,9.42,318.5806628,61.2,9.34,98,0.1,2481.15781,112362,0.85,16.3,79.7
2007,Developing,184,2.15,9.290983645,38.7,5.81,96,0.3,83.476942,26868,0.631,11.8,67.8
2002,Developing,67,1.1,3.885394742,14.8,4.82,64,24.7,29.9798977,1213711,0.388,10.4,44
2003,Developing,127,0.54,228.7838108,56.3,9.15,97,0.1,1889.213962,5396774,0.717,13.2,72.3
2014,Developing,171,6.94,1578.872339,46,5.93,92,0.3,19325.24283,1354493,0.778,12.7,71.1
2006,Developing,98,3.28,29.74342979,24.9,4.52,93,0.1,299.229676,13112,0.646,11,74.2
2009,Developed,9,12.03,337.1023516,57.3,1.42,96,0.1,2363.97161,1568247,0.809,16,79.3
2010,Developing,248,1.03,76.60442169,18,4.86,7,0.5,412.739341,2115164,0.503,10.2,63.3
2012,Developed,56,10.55,2159.756205,58.7,7.44,99,0.1,28951.15556,113562,0.85,13.8,80
2004,Developing,723,4.36,0,27.1,7.13,65,33.6,454.366654,12777511,0.407,9.2,44.3
2014,Developing,437,0.01,53.43964323,22.1,4.2,47,4.5,377.132274,4515392,0.345,7.1,58
2013,Developing,162,0.27,80.15505125,18,5.69,92,0.1,688.6172788,2798531,0.545,12.3,69.3
2014,Developing,113,0.41,63.8784522,64.8,7.45,98,0.1,466.94775,88936,0.737,13.1,74
2013,Developed,6,8.68,1475.030397,61,11.4,97,0.1,51574.48942,1684432,0.922,18.1,81.4
2000,Developing,133,0.49,227.296617,54,9.65,91,0.1,1657.889256,51313,0.7,12.6,71.7
2013,Developing,255,8.86,154.8758879,35.2,3.98,79,3.7,9679.742995,1817271,0.678,12.5,64.6
2013,Developing,275,0.01,36.86104319,22.5,6.58,69,1.6,777.659139,16477818,0.421,8,57.3
2010,Developing,211,2.48,385.325164,44.2,1.99,96,0.1,4439.23,58721,0,10.6,65.8
2013,Developing,18,6.56,629.2018591,49.3,5.79,95,0.2,4688.538443,344181,0.706,12.9,69.8
2009,Developing,566,2.75,104.3144732,29.2,9.8,91,18.2,923.136931,21929,0.453,10.8,49.4
2013,Developing,135,0.01,52.82986467,17,2.88,96,0.1,951.8894535,157571292,0.565,10,71
2004,Developing,314,0.58,158.001946,4.4,8.39,62,1.5,637.3616215,6161517,0.439,7.6,59.9
2014,Developing,133,3.83,427.3054534,53.5,5.36,92,0.5,4855.743789,286287,0.727,12.8,75.8
2004,Developing,14,0.45,220.393699,47.9,3.54,86,0.1,2598.9823,3283196,0.673,11.7,72.3
2004,Developing,293,0.02,15.29606643,13.8,8.79,5,0.1,219.1413528,24118979,0.381,6.8,57
2000,Developing,112,1.21,264.7842196,48.1,5.4,97,0.1,2213.91488,9699197,0.646,12.8,72.9
2003,Developing,613,1.08,4.375316094,15.2,6.35,84,24.2,26.152517,12336687,0.362,10.3,44.6
2011,Developing,47,0.94,40.80617976,2.9,6.23,76,9.6,526.5313517,249395,0.397,9.5,54.3
2007,Developing,12,0.6,373.2628643,59.3,8.35,98,0.1,2762.86354,6193191,0.736,13.6,73
2009,Developing,288,7.11,9.165614959,17.7,7.2,97,2.8,539.1538211,9977446,0.447,10.2,61
2010,Developing,191,2.36,469.3904193,52.8,6.91,89,0.3,3474.392445,6164626,0.662,12.9,72
2011,Developing,113,6.56,666.7374371,59.7,6.92,95,0.1,7318.742449,6279,0.792,15.1,75.4
2004,Developing,151,4.27,356.9393805,48.1,4.56,86,0.4,2448.143899,27273194,0.685,12.8,72.2
2002,Developing,186,11.15,562.3601848,28.1,4.21,99,0.1,8331.261997,83723,0.712,12.1,72.1
2010,Developing,222,14.44,8.49409518,59.3,5.55,98,0.1,63.38877,949583,0.78,15.5,73
2013,Developing,256,0.53,229.4410095,33.8,9.14,82,2.1,1622.637974,896688,0.464,6.3,62.7
2010,Developing,187,0.08,190.5453646,22.9,2.74,81,0.3,3113.48635,242524123,0.656,12.1,68.1
2008,Developing,157,6.14,34.73924576,44.9,7.6,89,0.1,359.992184,647117,0.654,11.9,72.7
2013,Developing,28,0.01,8.88028118,29.4,3.63,8,1.1,145.57838,394617,0.501,8.2,62.7
2012,Developing,439,0.01,7.344808214,21.2,3.62,47,5.1,486.41114,449416,0.366,7.1,53
2000,Developing,665,1.68,0,25.5,7.1,78,43.5,547.3588785,12222251,0.434,9.8,46
2007,Developing,89,12.2,64.73714894,58.6,1.45,98,0.1,416.58397,6416229,0.873,16.1,89
2003,Developed,83,12.09,3205.019918,59.3,7.99,98,0.1,21495.7741,42187645,0.83,15.6,79.4
2004,Developing,224,5.78,9.013493879,22.8,9.94,96,1.6,693.345683,151969,0.509,9.8,63.8
2006,Developing,388,1.76,52.60385429,16.9,4.24,8,10.3,697.66385,37525,0.483,9.7,55.3
2002,Developing,22,1.08,156.2847968,39.6,6.9,78,0.1,784.9562874,435262,0.446,7.3,66.5
2006,Developing,133,0.58,127.7632005,49.9,5.23,97,0.1,2191.478567,3869346,0.575,10,71
2008,Developing,289,0.49,171.7686449,31.3,8.5,89,3.3,1214.77118,822934,0.427,5,62
2008,Developing,81,1.76,1077.712092,2.3,9.3,98,0.1,5828.621374,362,0.641,11.8,75.9
2011,Developing,116,0.43,68.86623298,62.4,8.39,98,0.1,387.324145,7574943,0.737,13.1,73.6
2014,Developing,181,2.52,665.7260253,55.4,6.77,94,0.2,3988.771871,6281189,0.676,13.2,73.3
2002,Developed,178,9.62,37.82275031,52.4,4.57,98,0.1,2124.873613,2173496,0.714,12,77
2005,Developing,4,5.03,73.03276195,23.3,4.75,8,7.4,952.1872484,1742795,0.456,8.3,52.8
2008,Developed,199,11.84,253.4022338,58.1,6.63,94,0.1,16348.53121,2177322,0.819,16.3,71.9
2008,Developing,177,0.03,5.447133608,2.6,3.26,62,0.1,139.31288,16364463,0.513,7.3,64.6
2005,Developing,128,4.7,9.444875415,48.6,8.6,82,0.1,153.57521,419,0.703,12.2,73.9
2013,Developing,253,5.68,4.989712322,47.7,8.1,68,0.5,81.265673,1431776,0.483,9.1,62.7
2013,Developing,12,5.23,150.408875,62.1,6.3,83,0.1,1298.86766,122535969,0.753,12.9,76.6
2004,Developed,143,9.19,648.0743453,55,6.19,99,0.1,6681.178818,38182222,0.8,15.5,74.9
2013,Developing,9,4.12,75.61062911,54.7,9.46,89,0.1,535.86555,364999,0.735,14.2,77
2006,Developing,153,3.52,40.22855669,7.3,4.68,39,0.1,287.963899,18194,0.677,12.7,72
2013,Developing,158,0.01,3.379874844,16.6,1.29,82,0.1,117.765674,1184366,0.62,12.5,67.7
2006,Developed,66,10.31,6187.062017,62,8.49,92,0.1,36118.28381,26979,0.915,20.3,81.2
2009,Developing,12,1.4,585.6307861,55.6,6.18,99,0.1,4129.977335,1521834,0.706,14.4,74.7
2012,Developing,241,1.84,86.82551124,16.4,5.77,69,1.2,468.567249,92444183,0.422,8.4,63.3
2010,Developing,188,1.1,29.5207994,46.4,7.47,9,0.1,1272.44825,52779,0.492,9.3,68.3
